simulation_number,day,avg_resources,total_thefts,agents_alive,count_PusilanimeAgent,count_ThiefAgent,count_TipForTapAgent,count_TipForTapSecureAgent,count_RandomAgent,count_ABRAgent,count_SearchAgent,count_ResentfulAgent,count_ExploteAgent,avg_resources_PusilanimeAgent,avg_resources_ThiefAgent,avg_resources_TipForTapAgent,avg_resources_TipForTapSecureAgent,avg_resources_RandomAgent,avg_resources_ABRAgent,avg_resources_SearchAgent,avg_resources_ResentfulAgent,avg_resources_ExploteAgent
57,270,5373.945945945946,8093,185,7,29,8,19,8,44,10,56,4,5016.285714285715,4837.793103448276,5868.375,6438.263157894737,6457.375,5102.204545454545,6145.6,5273.482142857143,4142.25
57,360,6989.141666666666,11053,240,7,29,8,24,8,64,10,86,4,7669.142857142857,7302.413793103448,9175.125,8183.166666666667,9649.25,6234.90625,9415.3,6332.139534883721,6799.5
57,450,8171.683098591549,13912,284,7,29,8,28,8,80,10,110,4,9832.714285714286,9259.413793103447,11614.875,9401.857142857143,11888.25,7269.525,11695.9,7245.663636363636,9146.25
57,540,8120.58950617284,16848,324,7,29,8,32,8,95,10,131,4,10623.0,10086.448275862069,12612.25,9320.53125,12755.375,7105.821052631579,12432.2,7057.0687022900765,9788.5
57,630,10437.02445652174,20005,368,7,29,8,37,8,111,10,154,4,13919.142857142857,13425.965517241379,16160.375,11434.513513513513,15933.625,9412.594594594595,15856.3,9213.57142857143,12989.5
57,720,12488.647754137115,22994,423,7,29,8,47,8,131,10,179,4,17589.85714285714,16887.275862068964,19721.375,12381.404255319148,19377.375,11495.145038167939,19561.3,11214.04469273743,16582.75
13,1,370.94,0,50,5,2,7,6,7,6,6,3,8,435.8,321.5,313.7142857142857,402.3333333333333,373.7142857142857,321.1666666666667,400.0,357.0,387.625
13,90,2659.436170212766,1165,94,5,12,7,10,18,6,19,3,14,3268.8,2634.0833333333335,3012.1428571428573,2958.2,2225.3888888888887,3456.6666666666665,2275.0,3573.0,2616.1428571428573
13,180,3216.261744966443,4311,149,5,27,7,10,39,6,36,5,14,3904.2,2699.814814814815,3981.1428571428573,4756.3,2676.846153846154,5952.666666666667,2968.3055555555557,4003.2,3170.5714285714284
13,270,3829.805263157895,9012,190,5,33,7,10,43,16,46,16,14,4052.6,3027.4545454545455,4907.571428571428,6620.2,3804.6744186046512,4043.0625,3797.7608695652175,3375.75,3567.1428571428573
13,360,4259.559670781893,14213,243,5,33,7,10,45,46,52,31,14,4350.6,3540.151515151515,5803.428571428572,8589.8,4773.866666666667,3089.5652173913045,4573.115384615385,3831.7096774193546,4031.714285714286
13,450,5264.759689922481,19092,258,5,29,7,10,46,58,52,37,14,4922.0,4075.7586206896553,6977.428571428572,10284.9,5667.934782608696,4274.103448275862,5749.673076923077,5237.8378378378375,4457.428571428572
13,540,6654.760383386581,24340,313,5,29,7,14,47,88,57,52,14,6935.2,5738.448275862069,9147.57142857143,9716.785714285714,7849.978723404255,5279.988636363636,7438.2807017543855,6455.942307692308,6321.571428571428
13,630,7445.6741573033705,29704,356,5,29,7,19,49,111,58,64,14,8236.0,7065.793103448276,10436.285714285714,8667.631578947368,9030.65306122449,5929.189189189189,8777.965517241379,7096.78125,7348.214285714285
13,720,9488.350364963504,35057,411,5,29,7,29,49,141,58,79,14,11117.6,10180.103448275862,13515.714285714286,8522.48275862069,12130.816326530612,7706.765957446809,11822.051724137931,8839.240506329113,10149.714285714286
46,1,473.6,7,50,3,4,4,5,6,11,6,3,8,511.0,486.0,459.0,465.8,475.8333333333333,457.72727272727275,503.6666666666667,506.3333333333333,450.875
46,90,3354.4893617021276,1215,94,3,10,4,5,14,28,12,10,8,3720.0,3332.4,3803.5,4222.8,3345.5,2988.464285714286,3693.3333333333335,2983.9,3729.625
46,180,5660.265306122449,3112,147,3,15,4,5,15,61,16,20,8,7199.0,5883.2,7782.25,8179.2,7307.466666666666,4603.704918032787,6556.4375,4781.55,7402.125
46,270,6401.41052631579,5305,190,3,19,4,5,15,96,16,24,8,8948.666666666666,7175.8421052631575,9712.25,10333.6,9574.133333333333,4820.989583333333,8940.5625,5877.833333333333,9002.5
46,360,8849.620408163266,8329,245,3,30,4,5,17,134,20,24,8,12917.666666666666,9083.766666666666,13338.0,14547.6,12609.941176470587,7078.0970149253735,11477.65,9801.958333333334,12895.875
46,450,11352.217993079585,12252,289,3,50,4,5,20,155,20,24,8,16708.0,9442.96,17117.5,18413.0,14571.4,9883.851612903225,15732.85,13672.833333333334,16469.25
46,540,11967.183673469388,18443,343,3,72,4,5,26,180,21,24,8,18640.0,9115.791666666666,19147.0,20565.6,13518.73076923077,10862.666666666666,17465.14285714286,16359.083333333334,18364.75
46,630,14038.235142118863,26533,387,3,89,4,5,27,203,24,24,8,20936.0,10593.966292134832,21871.75,23605.2,16454.48148148148,13136.463054187192,18809.291666666668,20401.416666666668,21197.875
46,720,15354.316742081448,36381,442,3,106,4,5,27,241,24,24,8,23051.333333333332,11651.037735849057,23994.75,26628.8,19555.925925925927,14239.0,21910.75,24130.875,23589.125
56,1,461.78,7,50,6,5,4,6,5,10,7,3,4,503.6666666666667,548.4,433.0,420.6666666666667,510.8,429.2,475.7142857142857,394.0,427.75
56,90,1489.212765957447,1577,94,8,20,4,6,14,24,11,3,4,1311.5,1286.45,1496.75,1693.0,1489.2142857142858,1528.5833333333333,1629.0,2332.0,1292.5
56,180,3431.0476190476193,4082,147,8,24,4,6,20,59,14,8,4,2866.75,3518.875,3641.5,4396.333333333333,3713.85,3170.508474576271,4107.785714285715,3162.125,2972.5
56,270,5612.031413612565,6962,191,8,24,4,6,20,93,14,18,4,5432.875,6935.166666666667,6453.75,7540.833333333333,6860.8,4906.763440860215,7422.5,3976.0,5475.75
56,360,6453.1463414634145,9826,246,8,31,4,6,20,138,14,21,4,7152.25,8182.580645161291,8115.5,9585.333333333334,9308.15,5214.826086956522,9948.214285714286,5328.380952380952,7410.5
56,450,9143.364583333334,13719,288,8,52,4,6,20,159,14,21,4,10181.625,8915.0,11337.5,13124.833333333334,13444.0,8006.767295597484,13971.785714285714,8783.619047619048,10535.0
56,540,8903.941348973607,19705,341,8,83,4,6,20,181,14,21,4,10594.5,7223.433734939759,11853.0,13765.666666666666,14566.7,8089.165745856353,15110.57142857143,10076.52380952381,10827.25
56,630,9843.398950131234,28464,381,8,105,4,6,20,199,14,21,4,11616.875,7413.571428571428,12889.25,15412.833333333334,16279.85,9359.733668341709,16749.928571428572,12590.333333333334,11965.25
56,720,10154.50804597701,38997,435,8,119,4,6,20,239,14,21,4,12329.375,7796.731092436975,13489.75,16846.666666666668,17638.05,9487.803347280334,18094.35714285714,14898.47619047619,12297.75
34,1,567.34,4,50,2,2,7,5,6,4,10,9,5,618.0,692.0,555.2857142857143,486.4,581.1666666666666,563.75,588.4,571.5555555555555,531.6
34,90,2743.68085106383,1332,94,2,7,7,7,13,6,29,18,5,2745.5,2693.1428571428573,3183.714285714286,2774.8571428571427,2674.923076923077,3075.0,2538.4137931034484,2860.6111111111113,2704.8
34,180,3455.1073825503354,3330,149,2,7,7,10,13,21,34,50,5,4359.5,3703.714285714286,5214.0,4193.6,4313.076923076923,2515.1428571428573,3819.264705882353,2826.92,4328.6
34,270,4347.373056994818,5235,193,2,7,7,10,13,33,34,82,5,6061.5,3933.8571428571427,7044.571428571428,6383.9,5864.615384615385,3341.6363636363635,5184.558823529412,3582.012195121951,5943.6
34,360,5525.709677419355,7263,248,2,7,7,10,13,48,34,122,5,8614.5,5122.0,9414.0,8788.1,7907.923076923077,4455.520833333333,7058.941176470588,4636.38524590164,8240.6
34,450,7290.092465753424,9289,292,2,7,7,10,13,60,34,154,5,11469.0,6961.0,12238.714285714286,11734.6,10397.846153846154,6155.216666666666,9435.64705882353,6320.642857142857,11069.8
34,540,10116.13832853026,11317,347,2,7,7,10,13,75,34,194,5,15852.0,9824.0,16659.285714285714,16200.3,14358.307692307691,8998.573333333334,13242.235294117647,8980.582474226803,15438.0
34,630,12362.618925831202,13372,391,2,7,7,10,13,87,34,226,5,19424.5,12307.857142857143,20574.428571428572,19907.8,17693.46153846154,11286.919540229885,16473.470588235294,11055.637168141593,19006.4
34,720,14955.719730941704,15404,446,2,7,7,10,13,103,34,265,5,23740.5,15747.285714285714,25193.285714285714,24452.8,21772.46153846154,13757.669902912621,20553.352941176472,13491.701886792453,23492.2
71,1,554.58,10,50,3,8,9,3,7,4,4,7,5,624.3333333333334,560.625,520.1111111111111,463.6666666666667,611.8571428571429,580.25,404.0,614.0,556.2
71,90,1069.4266666666667,1595,75,1,19,5,3,15,11,4,16,1,502.0,676.7894736842105,838.6,732.3333333333334,971.0666666666667,1530.5454545454545,1113.0,1498.8125,621.0
71,180,2905.8166666666666,3091,120,1,9,5,3,15,33,4,49,1,2392.0,1697.5555555555557,3166.2,3723.0,2994.0,2918.6060606060605,3268.5,2993.6326530612246,3042.0
71,270,3999.35625,4357,160,1,9,5,3,15,50,4,72,1,4148.0,3099.3333333333335,5160.2,5826.333333333333,4759.333333333333,3765.58,5096.75,3889.4305555555557,4480.0
71,360,5646.520930232558,5625,215,1,9,5,3,15,77,4,100,1,7205.0,5571.888888888889,8313.0,9121.666666666666,7604.4,5163.766233766234,7559.25,5379.62,7845.0
71,450,8174.378378378378,6899,259,1,9,5,3,15,107,4,114,1,11074.0,9714.888888888889,12217.0,13142.333333333334,11446.6,7258.401869158878,11378.25,8005.078947368421,11704.0
71,540,10841.003184713376,8240,314,1,9,5,10,15,149,4,120,1,16157.0,15173.222222222223,16959.0,6711.2,16200.0,9343.295302013423,16299.25,11526.966666666667,15868.0
71,630,13921.296089385474,9552,358,1,9,5,16,17,185,4,120,1,20954.0,21619.777777777777,21865.4,8291.8125,19139.58823529412,12061.691891891893,22056.75,15504.391666666666,20756.0
71,720,16067.944309927361,11132,413,1,14,5,18,19,229,6,120,1,25420.0,18612.428571428572,26290.6,11710.111111111111,22038.21052631579,13913.930131004367,18558.833333333332,18884.333333333332,25343.0
63,1,642.18,7,50,5,4,6,4,6,5,5,7,8,709.2,694.0,583.5,571.5,651.8333333333334,620.0,626.4,672.0,644.125
63,90,1923.034090909091,1389,88,5,18,9,4,14,9,11,10,8,1891.4,1789.1666666666667,1888.6666666666667,2360.25,1720.2142857142858,1899.888888888889,2003.909090909091,2272.2,1897.375
63,180,2865.3829787234044,4044,141,5,27,9,4,14,27,12,35,8,2759.4,2512.0,3410.3333333333335,4624.75,3362.785714285714,2583.3333333333335,3673.8333333333335,2599.8571428571427,2662.0
63,270,4573.421621621622,7146,185,5,27,9,4,14,43,12,63,8,4802.6,3818.0,5783.777777777777,7375.75,5728.785714285715,4257.372093023256,5590.583333333333,4290.888888888889,4593.0
63,360,6010.245833333333,10163,240,5,27,9,4,14,65,12,96,8,6951.0,5596.777777777777,8682.777777777777,10304.75,8094.5,5291.2,8038.083333333333,5512.427083333333,6790.75
63,450,8579.521126760563,13301,284,5,27,9,4,14,85,12,120,8,10490.6,8688.444444444445,12515.888888888889,14035.0,11485.42857142857,7497.505882352942,11517.666666666666,8028.708333333333,10127.375
63,540,11256.46449704142,16234,338,5,27,9,4,14,109,12,150,8,14801.4,12459.444444444445,16840.444444444445,18540.25,15819.357142857143,9867.981651376147,15797.333333333334,10444.133333333333,14409.875
63,630,13125.133858267716,19145,381,5,27,9,4,14,128,12,174,8,17992.6,15708.074074074075,20101.444444444445,21907.0,19086.714285714286,11599.5390625,18876.166666666668,12062.885057471265,17580.375
63,720,15155.878440366972,22220,436,5,27,9,4,14,153,12,204,8,21635.4,19591.11111111111,23968.88888888889,25969.75,23115.571428571428,13464.464052287582,22876.083333333332,13824.725490196079,21598.625
43,1,561.68,6,50,8,6,8,6,2,7,6,4,3,582.0,672.0,544.5,535.1666666666666,507.5,504.57142857142856,588.1666666666666,517.0,561.6666666666666
43,90,938.8028169014085,1465,71,6,13,8,9,2,14,12,6,1,686.1666666666666,1058.923076923077,608.0,835.3333333333334,834.5,1007.9285714285714,1036.25,1154.3333333333333,1249.0
43,180,3904.2380952380954,3478,126,6,19,8,10,2,38,19,23,1,3685.8333333333335,3990.4736842105262,3905.0,5044.2,5446.5,3585.184210526316,4200.368421052632,3510.217391304348,4646.0
43,270,7313.088235294118,5997,170,6,22,8,10,2,63,23,35,1,7867.833333333333,7870.545454545455,8242.75,10163.5,9914.5,6395.222222222223,7976.260869565217,6866.228571428572,8789.0
43,360,7388.7733333333335,8763,225,6,27,8,10,2,97,27,47,1,9333.833333333334,8582.925925925925,9902.5,12150.4,11960.0,5935.1752577319585,8710.666666666666,6994.127659574468,10464.0
43,450,9732.425373134329,12265,268,6,31,8,10,2,124,31,55,1,12617.0,11504.161290322581,13174.375,15797.6,16614.0,8084.5887096774195,11188.645161290322,9377.254545454545,14274.0
43,540,11619.21052631579,16222,323,6,36,8,12,5,159,33,63,1,15715.833333333334,14202.305555555555,16683.375,16442.833333333332,9115.4,9756.0,14258.575757575758,11606.0,18154.0
43,630,13199.544959128065,20913,367,6,47,8,12,9,185,36,63,1,18592.666666666668,14288.489361702128,19483.0,19566.416666666668,7535.111111111111,11236.68108108108,16387.527777777777,14492.190476190477,20896.0
43,720,12873.193717277487,26452,382,6,53,8,12,10,190,39,63,1,18620.666666666668,13426.377358490567,19422.25,19649.75,7044.7,11048.368421052632,15360.641025641025,14510.079365079366,20226.0
29,1,451.36,9,50,7,8,6,8,3,6,6,3,3,430.7142857142857,493.5,382.3333333333333,468.25,482.6666666666667,430.0,453.0,477.0,462.6666666666667
29,90,1994.9565217391305,1835,92,7,23,6,8,5,15,21,4,3,1405.7142857142858,1763.1304347826087,1762.1666666666667,2395.125,2131.8,2244.866666666667,2053.7619047619046,2564.75,1896.6666666666667
29,180,2727.492957746479,4647,142,7,22,6,8,5,43,31,17,3,2400.285714285714,2361.0454545454545,2773.3333333333335,4213.625,3444.8,2662.0697674418607,2824.6451612903224,2373.705882352941,2866.6666666666665
29,270,5050.080645161291,7869,186,7,22,6,8,5,70,36,29,3,4746.285714285715,5053.954545454545,5576.666666666667,7628.375,6758.8,4621.442857142857,5470.916666666667,4464.9655172413795,5561.666666666667
29,360,6257.809128630705,11104,241,7,22,6,8,5,104,42,44,3,7041.571428571428,7780.454545454545,7935.5,10239.25,9093.4,5447.75,7031.690476190476,5184.022727272727,7561.0
29,450,7409.154385964912,14367,285,7,22,6,11,5,129,46,56,3,9006.42857142857,10283.227272727272,9940.333333333334,9331.545454545454,11342.0,6531.875968992248,8635.826086956522,5972.964285714285,9662.666666666666
29,540,8724.070588235294,17898,340,7,27,6,12,5,159,51,70,3,11221.0,11559.592592592593,12291.166666666666,11147.916666666666,14101.6,7755.641509433963,10574.235294117647,6997.5142857142855,11746.333333333334
29,630,11607.559895833334,22601,384,7,39,6,12,5,183,51,78,3,14970.285714285714,12333.205128205129,16145.833333333334,15225.666666666666,18100.4,10508.459016393443,14934.921568627451,9879.205128205129,15374.666666666666
29,720,14617.485193621867,28630,439,7,62,6,12,5,213,52,79,3,19124.85714285714,12200.870967741936,20415.5,19797.416666666668,22769.8,13364.37558685446,19555.73076923077,14313.822784810127,19511.666666666668
25,1,517.42,3,50,2,3,8,3,2,6,11,7,8,532.0,622.3333333333334,526.75,471.0,608.0,488.1666666666667,510.45454545454544,503.14285714285717,503.875
25,90,1519.9565217391305,1393,92,2,10,8,3,5,9,34,12,9,1765.5,1533.4,1532.25,1617.0,1251.8,1817.5555555555557,1388.5,1805.3333333333333,1374.6666666666667
25,180,1858.806896551724,3569,145,2,11,8,3,5,25,47,35,9,1918.0,1381.2727272727273,2047.75,2531.0,2266.4,1821.32,1875.0425531914893,1900.8285714285714,1666.7777777777778
25,270,3630.10582010582,6077,189,2,11,8,3,5,49,48,54,9,3595.5,2999.4545454545455,4338.375,4945.666666666667,4263.6,3199.673469387755,3908.9166666666665,3671.1666666666665,3598.6666666666665
25,360,6667.786885245901,8667,244,2,11,8,3,5,79,48,79,9,7396.0,6553.727272727273,8402.75,9450.0,8368.2,5748.721518987341,7866.9375,6375.784810126583,7466.111111111111
25,450,8796.069444444445,11358,288,2,11,8,3,5,103,48,99,9,10739.0,9754.636363636364,11718.875,13055.0,11824.4,7515.300970873786,11318.791666666666,8058.434343434344,10809.777777777777
25,540,11417.950437317784,14047,343,2,11,8,3,5,133,49,123,9,14988.0,14337.363636363636,15978.25,17311.333333333332,16098.8,9888.488721804511,15423.612244897959,10262.463414634147,15023.0
25,630,13096.976744186046,16626,387,2,11,8,4,5,157,53,138,9,17982.0,18200.545454545456,19138.25,15750.25,19550.2,11409.191082802548,17538.22641509434,11843.942028985508,18141.0
25,720,15246.735294117647,19616,442,2,11,8,9,5,187,60,151,9,22250.5,23094.0,23082.625,10265.0,23801.4,13452.433155080214,19464.25,14310.986754966887,22227.777777777777
78,1,485.88,10,50,5,7,8,12,4,6,0,5,3,532.4,496.85714285714283,549.0,462.0,547.0,443.8333333333333,0,421.2,420.3333333333333
78,90,1243.2197802197802,1865,91,5,31,9,12,11,11,0,9,3,732.0,1136.5483870967741,943.3333333333334,1400.5,1295.6363636363637,1588.1818181818182,0,1697.888888888889,647.0
78,180,1547.672,4325,125,2,18,9,12,11,40,0,32,1,1174.5,1152.5555555555557,1163.0,2430.0833333333335,1592.1818181818182,1534.225,0,1598.3125,707.0
78,270,5234.573964497042,6205,169,2,18,9,12,11,64,0,52,1,5499.5,5760.444444444444,5712.666666666667,7086.333333333333,6119.0,4864.421875,0,4809.326923076923,4789.0
78,360,7578.459821428572,8084,224,2,23,9,12,11,94,0,72,1,9333.0,8855.739130434782,9779.0,11110.833333333334,10274.636363636364,6802.04255319149,0,6841.708333333333,8870.0
78,450,8618.858208955224,10691,268,2,36,9,12,12,118,0,78,1,11852.5,8182.972222222223,12147.0,13518.0,11655.75,7706.245762711865,0,8460.871794871795,10869.0
78,540,10090.133126934985,14595,323,2,61,9,12,12,148,0,78,1,14360.0,7961.0,14983.555555555555,16637.333333333332,14883.083333333334,8874.912162162162,0,11594.78205128205,13795.0
78,630,10032.891364902507,20316,359,2,77,9,12,12,167,0,79,1,14678.5,7361.818181818182,15516.888888888889,17479.25,15798.333333333334,8724.688622754491,0,12595.772151898735,14519.0
78,720,10818.90579710145,27388,414,2,97,9,12,12,197,0,84,1,16031.5,7975.381443298969,17269.555555555555,19659.916666666668,17612.166666666668,9394.807106598984,0,14335.583333333334,15695.0
54,1,381.9,3,50,5,3,2,5,3,7,8,9,8,371.8,302.6666666666667,421.0,420.2,421.0,307.7142857142857,403.0,445.6666666666667,341.625
54,90,1949.4516129032259,1346,93,6,17,2,5,8,10,19,17,9,1950.0,1943.8823529411766,1685.5,1992.8,1822.875,2232.9,1937.0,2107.4117647058824,1519.6666666666667
54,180,3215.9797297297296,3923,148,6,24,2,5,11,22,22,47,9,3156.6666666666665,2771.25,3334.0,4535.4,3478.7272727272725,3244.909090909091,3766.681818181818,3075.2127659574467,2679.3333333333335
54,270,3891.9052631578948,6727,190,6,23,2,5,11,33,22,79,9,4202.833333333333,3081.3478260869565,4646.5,6170.8,4691.545454545455,3817.030303030303,4728.772727272727,3660.6835443037976,3603.4444444444443
54,360,5861.065306122449,9647,245,6,23,2,5,11,46,22,121,9,6724.333333333333,4724.391304347826,7624.5,9524.4,7416.818181818182,5603.804347826087,7265.318181818182,5522.2231404958675,6299.666666666667
54,450,7944.757785467128,12520,289,6,23,2,5,11,57,22,154,9,9630.333333333334,6292.478260869565,10551.5,12927.6,10101.09090909091,7603.684210526316,9804.454545454546,7557.980519480519,9292.888888888889
54,540,8268.437317784257,15400,343,6,23,2,5,11,71,22,194,9,11142.833333333334,6845.260869565217,12368.0,14886.2,11340.09090909091,7693.732394366197,11102.863636363636,7731.664948453608,10823.0
54,630,8942.803617571059,18266,387,6,23,2,5,11,83,22,226,9,12721.333333333334,7346.260869565217,14221.5,16792.0,12703.454545454546,8273.530120481928,12397.181818181818,8375.920353982301,12337.0
54,720,10151.619909502262,21058,442,6,23,2,5,11,102,22,262,9,15040.333333333334,8712.434782608696,16795.0,19556.4,14875.272727272728,9062.617647058823,14519.90909090909,9641.332061068702,14614.888888888889
39,1,578.5,5,50,5,5,6,4,7,4,6,4,9,499.2,601.4,596.1666666666666,574.75,560.7142857142857,535.5,637.8333333333334,612.0,578.2222222222222
39,90,2358.7912087912086,1835,91,5,20,8,4,12,8,18,7,9,1961.8,2166.95,2439.25,2826.0,2514.9166666666665,2468.625,2201.3333333333335,2614.5714285714284,2536.6666666666665
39,180,3086.8391608391607,4599,143,5,25,8,4,12,27,28,25,9,2705.2,2794.44,3838.125,4827.75,4287.666666666667,2695.962962962963,2914.3571428571427,2876.96,3360.6666666666665
39,270,4406.10752688172,7992,186,5,28,8,4,12,43,36,41,9,3853.2,3585.6785714285716,5633.75,7097.0,6111.416666666667,4187.046511627907,4088.3611111111113,4451.975609756098,4813.444444444444
39,360,5512.354430379747,11628,237,5,29,8,12,12,62,41,59,9,5606.6,4746.275862068966,7826.0,4026.75,8070.166666666667,5085.564516129032,5558.682926829269,5631.627118644068,6389.444444444444
